n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
604,       88868,       88275,       50,       4827,       2477,       32
605,       89258,       88664,       51,       4827,       2474,       29
606,       89456,       88861,       51,       4866,       2501,       32
607,       89593,       88997,       51,       4868,       2518,       30
608,       89886,       89289,       51,       4901,       2545,       34
609,       90410,       89812,       51,       4907,       2546,       28
610,       90761,       90162,       51,       4906,       2524,       30
611,       91157,       90557,       52,       4917,       2533,       29
612,       91691,       91090,       52,       4917,       2538,       32
613,       92128,       91526,       52,       4934,       2548,       28
614,       92142,       91539,       52,       4954,       2548,       32
615,       92153,       91549,       52,       4956,       2546,       30
616,       92626,       92021,       52,       4959,       2580,       34
617,       92907,       92301,       53,       4962,       2581,       29
618,       93290,       92683,       53,       4965,       2569,       32
619,       93876,       93268,       53,       4977,       2563,       30
620,       94042,       93433,       53,       4969,       2560,       35
621,       94545,       93935,       53,       4985,       2571,       29
622,       94983,       94372,       53,       4999,       2579,       32
623,       95040,       94428,       53,       5015,       2586,       31
624,       95146,       94533,       53,       5055,       2590,       34
